Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Cape Verde,MtCO2e,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.09,0.09,0.10,0.10,0.12,0.11,0.08,0.09,0.23,0.24,0.28,0.33,0.24,0.26,0.34,0.33,0.32,0.39,0.37,0.38,0.40,0.42
Nepal,MtCO2e,0.05,0.06,0.08,0.08,0.10,0.11,0.13,0.13,0.15,0.15,0.17,0.12,0.14,0.13,0.17,0.19,0.17,0.18,0.18,0.21,0.26,0.28,0.30,0.32,0.36,0.21,0.43,0.42,0.41
Honduras,MtCO2e,0.09,0.09,0.12,0.12,0.07,0.07,0.06,0.07,0.08,0.10,0.11,0.07,0.09,0.08,0.01,0.01,0.02,0.01,0.10,0.10,0.12,0.14,0.14,0.14,0.18,0.23,0.27,0.41,0.39
Bahamas,MtCO2e,0.68,0.69,0.90,0.79,0.77,0.79,0.77,0.78,0.82,0.81,0.79,0.84,0.89,0.90,0.78,0.75,0.81,0.86,1.13,1.66,0.75,0.71,1.15,0.66,0.65,0.49,0.21,0.37,0.39
Cambodia,MtCO2e,false,false,false,false,false,0.03,0.03,0.03,0.02,0.03,0.04,0.04,0.03,0.04,0.05,0.06,0.07,0.14,0.13,0.10,0.13,0.16,0.20,0.23,0.26,0.28,0.26,0.33,0.36
Yemen,MtCO2e,1.43,1.18,1.44,0.61,0.60,0.60,0.58,0.60,0.60,0.52,0.68,0.61,0.70,0.68,0.73,0.79,0.79,0.85,0.83,0.90,0.89,0.66,0.60,0.82,0.72,0.45,0.38,0.35,0.34
Djibouti,MtCO2e,0.44,0.42,0.41,0.42,0.43,0.43,0.43,0.43,0.43,0.43,0.47,0.46,0.43,0.44,0.43,0.38,0.33,0.32,0.30,0.33,0.33,0.32,0.39,0.35,0.35,0.35,0.32,0.32,0.34
Uganda,MtCO2e,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.04,0.09,0.10,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.24,0.25,0.26,0.27,0.31,0.35,0.29,0.36,0.26,0.31,0.32,0.32
Georgia,MtCO2e,0.61,0.98,0.79,0.58,0.36,0.17,0.24,0.21,0.29,0.25,0.05,0.04,0.07,0.08,0.11,0.11,0.11,0.14,0.12,0.12,0.12,0.11,0.11,0.26,0.25,0.21,0.22,0.29,0.32
Maldives,MtCO2e,0.11,0.11,0.14,0.13,0.16,0.18,0.19,0.21,0.25,0.28,0.24,0.12,0.10,0.10,0.12,0.12,0.15,0.15,0.17,0.18,0.15,0.18,0.38,0.47,0.79,0.26,0.26,0.27,0.28
Brunei,MtCO2e,0.23,0.28,0.31,0.33,0.40,0.43,0.43,0.48,0.44,0.39,0.43,0.45,0.47,0.49,0.52,0.52,0.57,0.55,0.57,0.53,0.61,0.65,0.46,0.51,0.45,0.55,0.24,0.23,0.26
Papua New Guinea,MtCO2e,0.10,0.09,0.09,0.09,0.17,0.17,0.18,0.18,0.18,0.17,0.19,0.19,0.19,0.21,0.23,0.25,0.24,0.24,0.23,0.23,0.24,0.25,0.19,0.20,0.21,0.23,0.27,0.24,0.25
Bolivia,MtCO2e,false,false,false,false,false,false,false,false,false,false,0.14,0.12,0.12,0.13,0.13,0.25,0.24,0.20,0.20,0.21,0.22,0.19,0.13,0.17,0.22,0.26,0.26,0.25,0.24
Somalia,MtCO2e,0.22,0.21,0.20,0.20,0.20,0.22,0.21,0.22,0.22,0.22,0.24,0.22,0.21,0.20,0.20,0.21,0.21,0.20,0.20,0.20,0.21,0.21,0.21,0.22,0.22,0.22,0.23,0.23,0.24
Antigua and Barbuda,MtCO2e,0.18,0.18,0.24,0.22,0.23,0.23,0.22,0.23,0.23,0.23,0.22,0.23,0.24,0.24,0.23,0.23,0.24,0.25,0.25,0.70,0.21,0.23,0.33,0.21,0.22,0.22,0.22,0.22,0.23
Myanmar,MtCO2e,0.02,0.02,0.10,0.03,0.05,0.03,0.05,0.07,0.05,0.05,0.06,0.06,0.05,0.06,0.06,0.04,0.06,0.06,0.06,0.06,0.07,0.07,0.11,0.12,0.13,0.14,0.29,0.23,0.23
Zimbabwe,MtCO2e,0.25,0.44,0.25,0.23,0.31,0.35,0.38,0.38,0.38,0.28,0.36,0.28,0.19,0.11,0.03,0.03,0.03,0.03,0.02,0.03,0.04,0.04,0.05,0.05,0.05,0.10,0.15,0.18,0.22
Paraguay,MtCO2e,0.03,0.03,0.03,0.03,0.03,0.03,0.10,0.10,0.10,0.05,0.04,0.02,0.06,0.07,0.05,0.04,0.06,0.06,0.07,0.06,0.07,0.07,0.08,0.09,0.11,0.10,0.13,0.17,0.20
Togo,MtCO2e,0.10,0.09,0.08,0.04,0.08,0.12,0.15,0.14,0.18,0.04,0.05,0.06,0.05,0.10,0.14,0.16,0.11,0.10,0.20,0.25,0.27,0.25,0.27,0.27,0.26,0.10,0.17,0.23,0.20
Mali,MtCO2e,false,false,false,false,false,false,false,false,false,false,0.07,0.07,0.07,0.06,0.05,0.07,0.06,0.06,0.09,0.10,0.10,0.09,0.06,0.18,0.18,0.16,0.19,0.20,0.19
Armenia,MtCO2e,0.60,0.67,0.46,0.20,0.15,0.10,0.06,0.06,0.07,0.07,0.19,0.18,0.16,0.08,0.12,0.14,0.12,0.17,0.17,0.09,0.13,0.14,0.14,0.14,0.13,0.10,0.14,0.17,0.19
Equatorial Guinea,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.07,0.04,0.09,0.18,0.20,0.17,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.19
South Sudan,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.12,0.12,0.12,0.22,0.22,0.23,0.19
Laos,MtCO2e,false,false,false,false,false,false,false,false,false,false,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.17
Madagascar,MtCO2e,0.14,0.15,0.15,0.15,0.15,0.16,0.17,0.17,0.17,0.18,0.18,0.19,0.08,0.14,0.18,0.20,0.20,0.20,0.19,0.14,0.20,0.18,0.19,0.16,0.13,0.13,0.15,0.15,0.17
Moldova,MtCO2e,0.22,0.23,0.10,0.07,0.03,0.03,0.06,0.07,0.05,0.04,0.06,0.05,0.06,0.04,0.03,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.07,0.10,0.14,0.17
Niger,MtCO2e,false,false,false,false,false,false,false,false,false,false,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.09,0.12,0.14,0.14,0.15
Slovakia,MtCO2e,false,false,false,false,0.10,0.12,0.12,0.11,0.09,0.06,0.08,0.09,0.14,0.10,0.08,0.12,0.12,0.15,0.19,0.14,0.12,0.13,0.11,0.12,0.10,0.13,0.15,0.12,0.14
Suriname,MtCO2e,false,false,false,false,false,false,false,false,false,false,0.07,0.07,0.09,0.10,0.10,0.10,0.11,0.12,0.12,0.12,0.13,0.14,0.14,0.15,0.15,0.16,0.14,0.14,0.14
Albania,MtCO2e,false,false,false,false,false,false,false,false,false,0.11,0.12,0.13,0.13,0.14,0.15,0.17,0.14,0.06,0.08,0.06,0.05,0.06,0.06,0.13,0.09,0.07,0.13,0.14,0.12
Zambia,MtCO2e,0.20,0.10,0.12,0.11,0.10,0.10,0.09,0.07,0.09,0.10,0.13,0.14,0.14,0.15,0.16,0.17,0.18,0.10,0.12,0.09,0.09,0.10,0.15,0.15,0.12,0.12,0.12,0.12,0.12
Central African Republic,MtCO2e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.09,0.09,0.08,0.08,0.08,0.09,0.09,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.12
Mongolia,MtCO2e,0.01,false,false,false,false,0.06,0.09,0.08,0.07,0.05,0.06,0.07,0.07,0.08,0.07,0.06,0.13,0.12,0.10,0.05,0.05,0.08,0.09,0.10,0.06,0.07,0.06,0.09,0.12
Namibia,MtCO2e,false,0.08,0.09,0.10,0.14,0.10,0.13,0.11,0.11,0.12,0.13,0.06,0.06,0.08,0.05,0.03,0.08,0.08,0.09,0.09,0.09,0.10,0.10,0.10,0.11,0.12,0.12,0.12,0.12
Republic of Congo,MtCO2e,0.08,0.06,0.08,0.06,0.06,0.05,0.08,0.05,0.06,0.05,0.08,0.12,0.09,0.10,0.09,0.11,0.10,0.23,0.28,0.16,0.14,0.16,0.15,0.14,0.13,0.16,0.13,0.10,0.10
Benin,MtCO2e,0.05,0.05,0.04,0.06,0.06,0.07,0.07,0.05,0.10,0.10,0.07,0.06,0.06,0.11,0.08,0.03,0.07,0.08,0.13,0.27,0.47,0.14,0.16,0.13,0.12,0.12,0.10,0.10,0.10
Burkina Faso,MtCO2e,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.06,0.05,0.06,0.06,0.04,0.04,0.05,0.07,0.05,0.04,0.07,0.05,0.09,0.09,0.10,0.14,0.11,0.10,0.07,0.09,0.09
Tajikistan,MtCO2e,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.06,0.07,0.08,0.08,0.09,0.10,0.10,0.11,0.19,0.14,0.10,0.06,0.09
Guinea,MtCO2e,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09
Haiti,MtCO2e,0.07,0.06,0.04,0.04,false,0.07,0.06,0.06,0.07,0.09,0.09,0.10,0.11,0.06,0.07,0.07,0.08,0.06,0.06,0.05,0.06,0.05,0.05,0.09,0.04,0.07,0.07,0.07,0.07
Macedonia,MtCO2e,0.01,0.02,0.02,0.06,0.06,0.10,0.08,0.09,0.05,0.11,0.09,0.07,0.07,0.03,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.03,0.03,0.04,0.04,0.05,0.06,0.07
Montenegro,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.04,0.05,0.03,0.04,0.01,0.01,0.03,0.04,0.04,0.05,0.06,0.06,0.06,0.07
Guyana,MtCO2e,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.04,0.06,0.07,0.06
Chad,MtCO2e,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
Palau,MtCO2e,false,false,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.03,0.03,0.05,0.05,0.05,0.06,0.05,0.06,0.06,0.06
Samoa,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.05,0.05,0.05
Belize,MtCO2e,0.04,0.05,0.07,0.04,0.05,0.03,0.04,0.05,0.08,0.08,0.10,0.06,0.07,0.07,0.07,0.08,0.08,0.06,0.06,0.15,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.05,0.05
Cameroon,MtCO2e,0.20,0.22,0.21,0.17,0.26,0.26,0.32,0.33,0.19,0.21,0.24,0.26,0.28,0.29,0.25,0.24,0.27,0.36,0.36,0.37,0.34,0.34,0.31,0.27,0.32,0.31,0.07,0.05,0.05
Gambia,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.06,0.06,0.07,0.05,0.07,0.04,0.04,0.04,0.05,0.05
Mauritania,MtCO2e,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.07,0.06,0.07,0.08,0.08,0.06,0.05,0.05,0.07,0.06,0.05,0.07,0.07,0.07,0.05,0.05,0.04,0.05
Nicaragua,MtCO2e,0.08,0.07,0.05,0.04,0.05,0.06,0.07,0.06,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.05,0.05,0.08,0.08,0.06,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.05
Vanuatu,MtCO2e,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.04
Guinea-Bissau,MtCO2e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Afghanistan,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04
Andorra,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Liberia,MtCO2e,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04
Botswana,MtCO2e,0.04,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.03,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04
Cook Islands,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,false,false,0.03,0.04,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04
Sao Tome and Principe,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04
Micronesia,MtCO2e,false,false,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.04
Solomon Islands,MtCO2e,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04
Mozambique,MtCO2e,0.22,0.14,0.10,0.12,0.14,0.07,0.07,0.09,0.09,0.11,0.14,0.13,0.14,0.26,0.26,0.15,0.18,0.20,0.18,0.21,0.20,0.19,0.21,0.22,0.38,0.11,0.15,0.12,0.03
Nauru,MtCO2e,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03
Eritrea,MtCO2e,false,false,0.72,0.50,0.67,0.45,0.50,0.26,0.02,0.03,0.03,0.06,0.03,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03
Grenada,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.03
Bosnia and Herzegovina,MtCO2e,0.08,0.06,0.05,0.09,0.11,0.11,0.12,0.12,0.12,0.12,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.02
Malawi,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.00,0.02,0.02,0.01,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Saint Lucia,MtCO2e,false,false,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.06,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02
Tonga,MtCO2e,0.02,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02
Saint Kitts and Nevis,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02
Kyrgyzstan,MtCO2e,0.26,0.22,0.18,0.05,0.04,0.19,0.21,0.14,0.16,0.12,0.12,0.07,0.10,0.10,0.15,0.39,0.86,0.73,0.89,1.02,0.83,0.16,0.09,0.15,0.01,0.32,0.32,0.06,0.02
Burundi,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Sierra Leone,MtCO2e,0.15,0.16,0.05,0.06,0.06,0.01,0.01,0.01,0.01,0.01,0.01,false,false,0.00,0.04,0.01,0.04,false,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Comoros,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Bhutan,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Timor-Leste,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Marshall Islands,MtCO2e,false,false,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Dominica,MtCO2e,false,false,false,false,false,false,false,false,false,false,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Eswatini,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01
Kiribati,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Niue,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lesotho,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
North Korea,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Liechtenstein,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Rwanda,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Saint Vincent and the Grenadines,MtCO2e,false,false,false,false,false,false,false,false,false,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false,false,false,false,false,false,false,false,false
Tuvalu,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Uzbekistan,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Data source,CAIT
Data for,Location: World. Sectors/Subsectors: Bunker Fuels. Gases: All GHG. Calculation: Total. Show data by Countries
