Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Cameroon,MtCO2e,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.04,0.06,0.09,0.12,0.12,0.16,0.60,1.33,1.41,1.55,1.65,1.30,1.22,1.45,1.83,2.02,2.13,2.26,2.64
Jamaica,MtCO2e,2.02,1.96,3.62,4.76,4.05,5.24,5.07,5.25,5.46,5.51,5.51,5.55,5.66,5.95,4.51,4.29,3.67,3.73,2.78,3.10,3.22,3.03,2.78,2.65,2.54,2.66,2.81,2.57,2.55
Lithuania,MtCO2e,13.66,14.71,8.64,7.32,7.27,6.41,7.10,6.65,7.49,6.05,5.07,5.53,5.33,5.23,5.40,5.70,5.24,4.75,4.91,4.90,5.41,4.54,4.49,3.90,3.20,3.22,2.94,2.61,2.49
Mauritius,MtCO2e,0.44,0.49,0.50,0.53,0.60,0.64,0.69,0.71,0.84,1.02,1.16,1.26,1.29,1.38,1.40,1.57,1.85,1.99,2.02,2.02,2.21,2.19,2.26,2.35,2.43,2.39,2.41,2.54,2.47
Mali,MtCO2e,false,false,false,false,false,false,false,false,false,false,0.61,0.69,0.47,0.39,0.55,0.58,0.64,0.90,0.90,1.02,1.14,1.15,1.12,1.44,1.86,1.95,1.24,1.90,2.31
Tanzania,MtCO2e,0.29,0.29,0.29,0.35,0.44,0.59,0.43,0.48,0.12,0.18,0.33,0.16,0.12,0.12,1.25,1.35,1.59,1.39,1.24,1.20,1.47,1.92,2.49,2.85,2.42,2.86,2.56,2.41,2.31
Latvia,MtCO2e,9.84,8.83,7.08,5.32,4.46,4.09,4.32,3.81,3.68,3.25,2.71,2.61,2.49,2.44,2.23,2.21,2.23,2.10,2.06,1.98,2.37,2.18,1.98,2.08,1.79,1.86,1.88,1.57,1.96
Panama,MtCO2e,0.55,0.81,1.20,1.06,1.10,1.25,1.07,1.28,2.03,1.18,1.28,2.21,1.58,1.96,1.43,1.50,1.79,2.07,1.77,2.43,2.73,3.12,2.84,2.95,3.31,2.65,2.66,2.07,1.95
Kenya,MtCO2e,0.42,0.41,0.45,0.48,0.55,0.49,0.58,0.61,1.12,1.43,2.19,1.59,1.13,0.93,1.44,1.71,1.90,1.89,2.40,2.96,2.28,2.56,2.00,2.56,1.56,1.10,1.83,1.90,1.90
Gabon,MtCO2e,0.30,0.32,0.31,0.34,0.26,0.33,0.41,0.42,0.49,0.46,0.45,0.42,0.46,0.50,0.53,0.63,0.61,0.77,0.68,0.68,0.80,0.89,0.91,0.83,0.86,0.92,1.01,1.60,1.61
Kyrgyzstan,MtCO2e,3.92,3.93,2.71,1.52,1.19,2.20,2.48,2.41,1.81,1.74,2.01,1.77,1.62,1.67,1.66,2.08,1.95,1.93,2.29,2.13,1.68,1.77,1.88,1.64,2.28,2.75,1.83,1.50,1.58
Armenia,MtCO2e,6.10,7.80,4.87,0.81,0.82,1.39,1.54,1.80,1.79,1.46,1.60,1.54,0.92,0.88,0.77,0.95,0.90,1.08,1.04,0.65,0.63,0.94,1.43,1.32,1.15,1.29,1.19,1.25,1.50
Montenegro,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1.13,1.27,1.00,1.53,0.82,1.74,1.77,1.58,1.53,1.49,1.55,1.22,1.25,1.50
Tajikistan,MtCO2e,1.53,1.53,1.69,1.29,0.72,0.56,0.58,0.70,0.70,0.70,0.57,0.55,0.47,0.51,0.59,0.59,0.59,0.31,0.20,0.08,0.04,0.04,0.05,0.07,0.21,0.29,0.53,0.97,1.49
Nicaragua,MtCO2e,0.56,0.61,0.77,0.73,0.84,0.95,1.02,1.09,1.49,1.37,1.48,1.61,1.57,1.61,1.69,1.58,1.73,1.81,1.69,1.81,1.80,1.91,1.72,1.49,1.54,1.69,1.67,1.49,1.44
Republic of Congo,MtCO2e,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.02,false,false,false,0.04,0.04,0.04,0.05,0.04,0.05,0.13,0.21,0.30,0.42,0.43,0.46,1.26,1.35,1.34,1.34
Bahamas,MtCO2e,0.84,0.87,1.21,1.02,1.01,1.04,0.99,1.12,1.25,1.25,1.21,1.27,1.42,1.47,1.41,1.41,1.48,1.53,1.63,4.26,1.33,1.41,1.76,1.13,1.22,1.26,1.24,1.21,1.27
Mozambique,MtCO2e,0.11,0.13,0.09,0.06,0.03,0.03,0.03,0.03,0.02,0.02,0.05,0.05,0.04,0.03,0.04,0.02,0.01,0.01,0.02,0.02,0.02,0.14,0.06,0.21,0.78,1.30,1.29,1.27,1.27
Madagascar,MtCO2e,0.19,0.20,0.19,0.19,0.20,0.23,0.12,0.19,0.28,0.28,0.35,0.34,0.28,0.37,0.38,0.36,0.38,0.36,0.42,0.38,0.45,0.65,0.97,1.09,1.12,1.33,1.23,1.42,1.26
Guinea,MtCO2e,0.33,0.34,0.34,0.34,0.34,0.34,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.36,0.36,0.24,0.24,0.22,0.24,0.24,0.13,0.12,0.19,0.14,0.22,0.56,0.91,1.00,1.05
Georgia,MtCO2e,17.11,11.06,8.82,6.11,4.52,5.37,1.59,1.49,1.57,1.43,1.68,1.13,0.76,0.84,1.06,1.26,1.54,1.77,0.98,1.35,1.00,1.21,1.33,0.98,1.11,1.26,1.06,1.10,1.01
Suriname,MtCO2e,false,false,false,false,false,false,false,false,false,false,0.28,0.33,0.29,0.37,0.48,0.70,0.51,0.42,0.41,0.44,0.56,0.93,1.15,1.18,1.43,1.53,1.18,1.01,0.95
Guyana,MtCO2e,0.35,0.35,0.34,0.34,0.38,0.41,0.41,0.44,0.47,0.40,0.39,0.38,0.38,0.68,0.69,0.50,0.51,0.60,0.58,0.75,0.76,0.75,0.75,0.80,0.78,0.79,0.84,0.86,0.93
El Salvador,MtCO2e,0.17,0.67,0.64,0.84,1.21,1.35,0.92,1.40,1.45,1.09,1.15,1.26,1.35,1.56,1.48,1.53,1.84,1.92,1.68,1.80,1.48,1.56,1.59,1.68,1.71,1.71,1.67,0.98,0.89
Haiti,MtCO2e,0.25,0.21,0.13,0.08,0.03,0.16,0.24,0.35,0.25,0.20,0.19,0.20,0.22,0.17,0.17,0.17,0.18,0.24,0.24,0.26,0.52,0.81,0.88,0.91,0.94,0.94,0.99,0.93,0.86
Equatorial Guinea,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.10,0.15,0.16,0.22,0.40,0.40,0.44,0.49,0.55,0.58,0.65,0.69,0.81,1.26,1.30,1.15,0.94,0.86,0.85
Burkina Faso,MtCO2e,0.17,0.17,0.17,0.17,0.18,0.13,0.17,0.21,0.23,0.20,0.25,0.27,0.26,0.30,0.32,0.29,0.34,0.35,0.34,0.40,0.31,0.32,0.37,0.42,0.51,0.58,0.58,0.79,0.83
Uruguay,MtCO2e,0.53,0.92,1.11,0.63,0.13,0.58,0.94,0.72,0.63,1.64,0.73,0.34,0.28,0.31,1.31,1.20,2.05,1.29,3.06,2.62,1.22,2.31,3.27,1.84,0.96,1.12,0.83,0.33,0.76
Malta,MtCO2e,1.77,1.61,1.54,2.11,1.81,1.58,1.63,1.60,1.62,1.69,1.59,1.98,1.94,2.14,2.04,1.97,1.99,2.03,1.98,1.86,1.86,1.91,2.02,1.64,1.60,0.85,0.56,0.71,0.70
South Sudan,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.38,0.45,0.49,0.81,0.67,0.64,0.68
Maldives,MtCO2e,0.03,0.03,0.03,0.04,0.05,0.06,0.06,0.07,0.08,0.10,0.16,0.16,0.19,0.20,0.25,0.25,0.30,0.30,0.34,0.34,0.31,0.33,0.36,0.36,0.49,0.52,0.65,0.65,0.68
Niger,MtCO2e,false,false,false,false,false,false,false,false,false,false,0.23,0.21,0.23,0.24,0.26,0.25,0.22,0.20,0.22,0.24,0.33,0.38,0.43,0.38,0.47,0.48,0.50,0.52,0.57
Barbados,MtCO2e,0.46,0.47,0.59,0.54,0.55,0.59,0.60,0.61,0.62,0.65,0.59,0.66,0.66,0.67,0.66,0.69,0.72,0.74,0.94,2.65,0.80,0.90,1.21,0.80,0.62,0.64,0.66,0.52,0.55
Mauritania,MtCO2e,0.20,0.20,0.22,0.22,0.23,0.28,0.29,0.27,0.26,0.30,0.33,0.36,0.33,0.29,0.30,0.34,0.35,0.38,0.45,0.44,0.54,0.57,0.62,0.56,0.66,0.66,0.61,0.49,0.51
Timor-Leste,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,0.06,0.06,0.07,0.07,0.07,0.09,0.10,0.12,0.12,0.12,0.11,0.26,0.30,0.29,0.39,0.41,0.43
Fiji,MtCO2e,0.08,0.07,0.07,0.07,0.09,0.12,0.17,0.14,0.14,0.16,0.18,0.20,0.23,0.29,0.32,0.36,0.35,0.23,0.18,0.20,0.27,0.22,0.19,0.21,0.30,0.32,0.33,0.38,0.40
Eritrea,MtCO2e,false,false,0.27,0.33,0.32,0.31,0.33,0.30,0.24,0.29,0.28,0.29,0.26,0.27,0.29,0.28,0.26,0.27,0.23,0.25,0.27,0.28,0.29,0.29,0.30,0.30,0.31,0.33,0.39
Seychelles,MtCO2e,0.09,0.09,0.10,0.10,0.11,0.11,0.11,0.12,0.13,0.14,0.15,0.15,0.15,0.14,0.20,0.24,0.26,0.28,0.27,0.22,0.24,0.25,0.26,0.27,0.27,0.31,0.33,0.34,0.36
Somalia,MtCO2e,0.27,0.27,0.26,0.24,0.24,0.23,0.23,0.21,0.21,0.20,0.20,0.22,0.23,0.24,0.24,0.25,0.25,0.25,0.26,0.26,0.26,0.27,0.27,0.31,0.31,0.31,0.32,0.32,0.33
Liberia,MtCO2e,0.24,0.21,0.23,0.23,0.23,0.23,0.23,0.24,0.25,0.15,0.15,0.17,0.17,0.17,0.16,0.17,0.17,0.21,0.21,0.20,0.21,0.23,0.24,0.23,0.23,0.24,0.30,0.28,0.30
Antigua and Barbuda,MtCO2e,0.10,0.10,0.13,0.12,0.11,0.12,0.13,0.14,0.16,0.16,0.17,0.18,0.20,0.22,0.21,0.22,0.24,0.26,0.27,0.75,0.29,0.30,0.42,0.28,0.28,0.28,0.28,0.28,0.30
Cape Verde,MtCO2e,0.03,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.08,0.09,0.11,0.14,0.15,0.16,0.17,0.20,0.15,0.21,0.21,0.24,0.24,0.21,0.21,0.22,0.22,0.24,0.27,0.28
Saint Lucia,MtCO2e,0.10,0.10,0.14,0.14,0.14,0.16,0.15,0.17,0.18,0.18,0.19,0.21,0.21,0.21,0.21,0.22,0.23,0.24,0.24,0.69,0.26,0.27,0.37,0.24,0.24,0.24,0.25,0.26,0.27
Gambia,MtCO2e,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.08,0.08,0.12,0.13,0.13,0.14,0.15,0.17,0.18,0.20,0.18,0.20,0.20,0.21,0.21,0.22,0.22,0.23,0.23,0.25
Luxembourg,MtCO2e,1.73,1.85,1.75,1.77,1.39,0.91,0.73,0.45,0.16,0.18,0.23,0.41,1.16,1.16,1.38,1.35,1.42,1.27,1.10,1.24,1.29,1.09,1.11,0.76,0.71,0.48,0.27,0.27,0.24
Afghanistan,MtCO2e,0.27,0.27,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.18,0.15,0.26,0.24,0.26,0.28,0.28,0.24,0.12,0.14,0.19,0.15,0.22,0.17,0.17,0.20,0.21,0.22
Uganda,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.31,0.45,0.48,0.69,0.78,0.75,0.21,0.07,0.18,0.19,0.19,0.21,0.22
Togo,MtCO2e,0.07,0.10,0.04,0.06,0.11,0.06,0.05,0.06,0.14,0.09,0.10,0.19,0.05,0.04,0.08,0.07,0.10,0.08,0.03,0.04,0.07,0.02,0.02,0.06,0.25,0.19,0.51,0.28,0.21
Chad,MtCO2e,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.10,0.12,0.15,0.16,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.20
Benin,MtCO2e,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.05,0.05,0.05,0.05,0.06,0.07,0.06,0.06,0.08,0.11,0.15,0.16,0.09,0.09,0.09,0.04,0.09,0.24,0.22,0.19,0.20,0.17
Saint Kitts and Nevis,MtCO2e,0.06,0.06,0.08,0.07,0.08,0.09,0.09,0.09,0.10,0.10,0.11,0.13,0.15,0.14,0.14,0.15,0.15,0.16,0.16,0.47,0.16,0.17,0.23,0.14,0.14,0.15,0.15,0.15,0.16
Grenada,MtCO2e,0.04,0.05,0.07,0.06,0.07,0.08,0.08,0.09,0.09,0.09,0.08,0.09,0.10,0.10,0.09,0.10,0.10,0.11,0.15,0.40,0.14,0.15,0.23,0.19,0.12,0.13,0.14,0.15,0.16
Malawi,MtCO2e,0.02,0.02,0.02,0.12,0.14,0.13,0.16,0.16,0.18,0.16,0.15,0.14,0.14,0.13,0.16,0.17,0.18,0.17,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.15
Albania,MtCO2e,0.73,0.54,0.40,0.54,0.61,0.41,0.33,0.32,0.33,0.29,0.38,0.35,0.39,0.36,0.28,0.30,0.27,0.33,0.28,0.14,0.10,0.13,0.10,0.05,0.12,0.08,0.12,0.23,0.14
Andorra,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Costa Rica,MtCO2e,0.19,0.26,0.67,0.50,0.90,0.86,0.52,0.29,0.37,0.13,0.06,0.19,0.18,0.23,0.13,0.29,0.57,0.73,0.68,0.44,0.61,0.68,0.59,0.85,0.77,0.10,0.16,0.06,0.14
Palau,MtCO2e,false,false,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.10,0.10,0.10,0.10,0.12,0.10,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.10,0.10
Saint Vincent and the Grenadines,MtCO2e,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.09,0.09,0.09,0.09,0.25,0.09,0.09,0.12,0.08,0.09,0.09,0.10,0.10,0.10
Dominica,MtCO2e,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.07,0.08,0.08,0.09,0.10,0.27,0.10,0.09,0.14,0.09,0.10,0.10,0.10,0.09,0.09
Solomon Islands,MtCO2e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.06,0.06,0.06,0.06,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.09,0.08,0.09,0.09,0.09
Samoa,MtCO2e,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.06,0.06,0.07,0.07,0.08,0.08,0.09
Micronesia,MtCO2e,false,false,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08
Marshall Islands,MtCO2e,false,false,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07
Comoros,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.07,0.07
Burundi,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.02,0.03,0.03,0.02,0.07,0.07
Sierra Leone,MtCO2e,0.12,0.11,0.19,0.19,0.19,0.06,0.06,0.06,0.09,0.03,0.09,0.05,0.10,0.10,0.08,0.05,0.08,0.03,0.03,0.04,0.02,0.02,0.05,0.05,0.05,0.06,0.06,0.07,0.07
Sao Tome and Principe,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06
Vanuatu,MtCO2e,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.05,0.05,0.05
Tonga,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05
Djibouti,MtCO2e,0.12,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.17,0.18,0.17,0.21,0.21,0.24,0.26,0.26,0.28,0.26,0.27,0.29,0.08,0.14,0.07,0.04,0.05
Eswatini,MtCO2e,0.27,0.24,0.21,0.10,0.10,0.05,0.05,0.06,0.06,0.05,0.17,0.18,0.24,0.24,0.24,0.24,0.24,0.25,0.26,0.26,0.25,0.25,0.27,0.64,0.15,0.16,0.22,0.04,0.04
Nauru,MtCO2e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04
Belize,MtCO2e,0.08,0.10,0.15,0.14,0.12,0.10,0.09,0.10,0.10,0.07,0.03,0.04,0.04,0.09,0.07,0.07,0.03,0.04,0.01,0.09,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.03
Guinea-Bissau,MtCO2e,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Cook Islands,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03
Namibia,MtCO2e,false,0.07,0.03,0.21,0.23,0.04,0.04,0.04,0.05,0.04,0.01,0.01,false,0.02,0.01,0.04,0.15,0.17,0.24,0.11,0.03,0.02,0.09,0.08,0.01,0.04,0.08,0.09,0.03
Kiribati,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03
Democratic Republic of the Congo,MtCO2e,0.10,0.07,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.00,0.01,0.01,0.01,0.01,0.01,0.03,0.05,0.06,0.05,0.05,0.05,0.00,0.00,0.01,0.01,0.01,0.01,0.01
Tuvalu,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Ethiopia,MtCO2e,0.30,0.32,0.07,0.08,0.07,0.07,0.07,0.05,0.04,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.27,0.84,0.88,0.06,0.05,0.02,0.01,0.01,0.00,0.00,0.00,0.00
Niue,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Central African Republic,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00
Iceland,MtCO2e,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.00
Paraguay,MtCO2e,0.03,0.03,0.04,0.03,0.01,0.11,0.02,0.02,0.02,0.02,false,false,false,false,false,false,false,false,false,false,false,false,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bhutan,MtCO2e,0.01,0.00,0.00,0.00,0.00,false,false,false,false,false,false,false,0.00,0.00,0.00,0.00,0.00,0.00,false,false,false,false,false,false,false,false,false,false,false
Lesotho,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Liechtenstein,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Nepal,MtCO2e,false,0.03,0.04,0.06,0.07,0.03,0.03,0.09,0.09,0.05,0.02,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,false,0.01,0.01,false,false,false,false,false
Rwanda,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Data source,CAIT
Data for,Location: World. Sectors/Subsectors: Electricity/Heat. Gases: All GHG. Calculation: Total. Show data by Countries
